"id","director"
"s6339","Abdellatif Kechiche"
"s6917","Joe Berlinger"
"s8255","Ari Folman"
"s6246","Esteban Vidal"
"s7957","Malcolm D. Lee"
"s286","Jonathan Teplitzky"
"s354","Tom Elkins"
"s6998","Alexandre Aja"
"s7381","Amaan Khan"
"s7516","Peter Farrelly"
"s7516","Will Graham"
"s7516","Steve Carr"
"s7516","Griffin Dunne"
"s7516","Steve Brill"
"s7516","James Duffy"
"s7516","Jonathan van Tulleken"
"s7516","Elizabeth Banks"
"s7516","Patrik Forsberg"
"s7516","Brett Ratner"
"s7516","Rusty Cundieff"
"s7516","James Gunn"
"s1102","Cal Brunker"
"s1030","Tony Abulu"
"s1034","Ron Howard"
"s3909","Richard Curtis"
"s6001","Jon Lucas"
"s6001","Scott Moore"
"s5933","Werner Herzog"
"s3924","Hasan Karacadağ"
"s2725","Punit Malhotra"
"s6293","Sushrut Jain"
"s4617","Ken Kwapis"
"s6021","Rizal Mantovani"
"s3513","Manny Rodriguez"
"s47","Daniel Espinosa"
"s3539","Petra Costa"
"s5293","Toshiyuki Kubooka"
"s4541","Eric Idle"
"s4541","Aubrey Powell"
"s1825","Daniel Joseph"
"s1834","Sam Fell"
"s1834","Chris Butler"
"s5748","Toshiyuki Kubooka"
"s8458","Peter Lord"
"s8458","Jeff Newitt"
"s4566","Shakun Batra"
"s4583","Sameer Sharma"
"s4587","Mysskin"
"s4606","Vijay"
"s4612","N. Linguswamy"
"s5236","Geun-hyun Cho"
"s6243","Ezekiel Norton"
"s6795","Noah Baumbach"
"s8779","Saratswadee Wongsomphet"
"s6479","Marita Grabiak"
"s6697","David Ayer"
"s5711","Qaushiq Mukherjee"
"s8277","William Brent Bell"
"s3318","Savage Steve Holland"
"s5713","Shannon Hartman"
"s5713","Michelle Caputo"
"s6426","Matt Piedmont"
"s1768","J.A. Bayona"
"s4427","Anurag Basu"
"s4442","Madhur Bhandarkar"
"s4444","Saji Surendran"
"s4447","Sundar C."
"s7010","Mark Tonderai"
"s7329","James Mather"
"s7329","Steve Saint Leger"
"s6096","Bryce Wagoner"
"s7137","Andrew Stanton"
"s2504","Ahmed Al-Badry"
"s2512","Haifaa Al-Mansour"
"s7119","Nila Madhab Panda"
"s8459","Derek Cianfrance"
"s2540","Dylan Mohan Gray"
"s936","Eric Darnell"
"s936","Tom McGrath"
"s936","Conrad Vernon"
"s4039","Wenn V. Deramas"
"s6857","Brett Whitcomb"
"s1155","John Hillcoat"
"s1200","Oliver Stone"
"s4010","Manny Rodriguez"
"s6286","Hakan Algül"
"s7247","Yusuf Pirhasan"
"s4061","Peter Howitt"
"s6105","Alison Klayman"
"s7497","Mike Fetterly"
"s7497","Steve Sacks"
"s7523","Wael Ihsan"
"s4804","Jay Karas"
"s631","Andrew Dominik"
"s8461","Ahmad El-Badri"
"s776","Nicole Conn"
"s801","Aurora Guerrero"
"s2438","Sameh Abdulaziz"
"s703","David O. Russell"
"s2382","Obi Emelonye"
"s742","Lara Saba"
"s6087","Mike McCoy"
"s6087","Scott Waugh"
"s2261","Chris Renaud"
"s2261","Kyle Balda"
"s2265","Sachin Kundalkar"
"s2267","Vishal Mahadkar"
"s2286","Abbas Alibhai Burmawalla"
"s2286","Mastan Alibhai Burmawalla"
"s6321","Supavitra Babul"
"s4787","Scott L. Montoya"
"s4789","Marcus Raboy"
"s4747","Ted Emery"
"s7549","Atsajun Sattakovit"
"s393","Quentin Tarantino"
"s415","Rajiv Chilaka"
"s421","Rajiv Chilaka"
"s425","Rajiv Chilaka"
"s8662","Paul Andrew Williams"
"s449","Bill Condon"
"s6037","Roman Coppola"
"s6855","Sally Potter"
"s559","Ernie Barbarash"
"s612","Måns Mårlind"
"s612","Björn Stein"
"s6062","Brian Robbins"
"s7892","Max Lang"
"s7892","Jani Lachauer"
"s5388","Nicolas Brossette"
"s1445","Gabriele Muccino"
"s4158","Faozan Rizal"
"s8073","Harmony Korine"
"s7524","Jeff Nichols"
"s7964","John Stockwell"
"s7492","Steve Ball"
"s7492","Andrew Duncan"
"s6671","Philipp Stölzl"
"s4079","Olivia M. Lamasan"
"s6081","Chad Van De Keere"
"s6582","Chad Van De Keere"
"s4104","Rajat Kapoor"
"s1325","Ava DuVernay"
"s7867","Fernando Frías De La Parra"
"s4256","Rakesh Mehta"
"s7805","Luis Prieto"
"s1499","John Mitchell"
"s1499","Jeremy Kipp Walker"
"s1514","John Putch"
"s1535","Jun Lana"
"s3148","Reema Kagti"
"s5675","James Hawes"
"s8019","M.J. Bassett"
"s7966","Malik Bendjelloul"
"s8172","Priyadarshan"
"s293","Dustin Hoffman"
"s3615","Shin Won-ho"
"s205","Sachin Yardi"
"s4684","Jordan Brady"
"s6779","Dean Wright"
"s4729","Shirish Kunder"
"s4734","Prabhu Deva"
"s4736","Mandeep Kumar"
"s7645","Poj Arnon"
"s2140","Antonio Campos"
"s7921","Colin Trevorrow"
"s6459","Bradley Parker"
"s7341","Alessandro Angulo"
"s6502","Lilly Wachowski"
"s6502","Lana Wachowski"
"s6502","Tom Tykwer"
"s7224","Joachim Rønning"
"s7224","Espen Sandberg"
"s8498","Wayne Blair"
"s7651","Mohamed Samy"
"s7462","Tarsem Singh"
"s7366","Dylan C. Brown"
"s1105","Vince Marcello"
"s1053","Paul Thomas Anderson"
"s1116","Rajesh Mapuskar"
"s2718","Rajiv Chilaka"
"s8452","Stephen Chbosky"
"s4951","Ryan Polito"
"s7261","Sopon Sukdapisit"
"s8114","Chayanop Boonprakob"
"s57","Masahiko Murata"
"s6185","Nia Dinata"
"s144","Martin Campbell"
"s2072","Chris Miller"
"s2080","Raja Gosnell"
"s7560","Masahiko Murata"
"s6790","Lee Fulkerson"
"s7713","Nikhil Advani"
"s7838","Anees Bazmee"
"s7468","Jennifer Siebel Newsom"
"s6991","Bille Woodruff"
"s4588","Rajan Madhav"
"s4589","Raaghav Dar"
"s7179","Leslie Small"
"s7179","Tim Story"
"s6241","Ezekiel Norton"
"s6042","Jim Fall"
"s6830","Rudy Soedjarwo"
"s6993","Mike Disa"
"s8185","Steven Spielberg"
"s8792","Jason Reitman"
"s7999","David R. Ellis"
"s1675","Siddique"
"s3273","Naoko Yamada"
"s7150","Salim Akil"
"s4425","Arnab Chaudhuri"
"s4454","Raj Kumar Gupta"
"s4467","Satyajit Bhatkal"
"s8772","Ksshitij Chaudhary"
"s8697","Steven Spielberg"
"s5468","Cosima Spender"
"s7550","Simon Curtis"
"s860","Amr Salama"
"s864","Robert Rodriguez"
"s8060","Sean McNamara"
"s3835","Yee Tung-Shing"
"s950","Chris Gorak"
"s6181","Gonzalo López-Gallego"
"s4048","Ruel S. Bayani"
"s7045","Douglas McGrath"
"s6057","Asghar Farhadi"
"s4009","Michael Simon"
"s4009","Matthew McNeil"
"s6727","Hakan Algül"
"s1256","Hidenori Inoue"
"s2861","Martin Scorsese"
"s6944","Steven Soderbergh"
"s7133","David Gelb"
"s2324","Obi Emelonye"
"s8664","Sherif Mandour"
"s797","Scott Spiegel"
"s802","Michael Jai White"
"s8486","Hadi El Bagoury"
"s8342","Tate Taylor"
"s6020","Jonathan Levine"
"s8370","Phyllida Lloyd"
"s2266","Puri Jagannadh"
"s8544","Poj Arnon"
"s7644","Poj Arnon"
"s409","Rajiv Chilaka"
"s423","Rajiv Chilaka"
"s424","Rajiv Chilaka"
"s448","Bill Condon"
"s575","Jennifer Yuh Nelson"
"s584","Ivan Reitman"
"s5390","Clay Glen"
"s8321","David Fincher"
"s6811","Alastair Fothergill"
"s3017","Tim Hill"
"s1414","Hanung Bramantyo"
"s1422","Olivier Nakache"
"s1422","Éric Toledano"
"s1460","Melanie Mayron"
"s6013","Ruben Fleischer"
"s6187","Sarah Smith"
"s7155","Jon M. Chu"
"s7495","Victor Dal Chele"
"s7495","Alfred Gimeno"
"s7993","Sudesh Manjrekar"
"s1265","Jesse Peretz"
"s5942","Constance Marks"
"s6734","Sanjay Jadhav"
"s8266","Ifa Isfansyah"
"s8495","Bruce Robinson"
"s6074","Prakash Jha"
"s1486","Gore Verbinski"
"s4278","Gilbert Chan"
"s3135","Farhan Akhtar"
"s3150","Zoya Akhtar"
"s4330","Andrew Lau Wai-Keung"
"s7146","John Schultz"
"s317","Hsu Fu-chun"
"s6054","Michael Damian"
"s211","Pawan Kripalani"
"s217","Raj Nidimoru"
"s217","Krishna D.K."
"s218","Milan Luthria"
"s7203","Jonathan Hensleigh"
"s4720","Vishal Bhardwaj"
"s4721","Vikas Bahl"
"s4721","Nitesh Tiwari"
"s5821","Michael Drumm"
"s252","Drake Doremus"
"s356","Brad Furman"
"s2616","Handan İpekçi"
"s971","Jonathan Liebesman"
"s6132","Khaled Youssef"
"s7967","Dominic Sena"
"s2635","Michel Hazanavicius"
"s7352","Ahmad Samir Farag"
"s8256","Amr Arafa"
"s8336","Michel Gondry"
"s1017","Abhinay Deo"
"s7277","Ron Myrick"
"s7278","Ron Myrick"
"s8582","Sam Liu"
"s8493","Christian E. Christiansen"
"s6186","Jason Winer"
"s6809","Pierre Morel"
"s2040","Tolga Karaçelik"
"s2042","Davis Guggenheim"
"s6088","Mahsun Kırmızıgül"
"s7936","Gilles Paquet-Brenner"
"s7961","Edgar Wright"
"s5795","Louis C.K."
"s61","Masahiko Murata"
"s6665","Ryan Murphy"
"s157","Gary Winick"
"s8385","Daniel Stamm"
"s7166","Pooja Bhatt"
"s7532","Bruce McDonald"
"s5750","Noriyuki Abe"
"s8220","Andy Tennant"
"s4611","Vikramaditya Motwane"
"s7181","Shannon Hartman"
"s6236","Adam Wood"
"s6240","William Lau"
"s7500","Audu Paden"
"s7500","Eric Radomski"
"s5768","Aamir Bashir"
"s3324","Eric Bross"
"s6627","Troy Nixey"
"s8583","Benjamin Ross"
"s8584","Stephen Hopkins"
"s1676","Danish Aslam"
"s1678","Cathy Garcia-Molina"
"s6311","Shannon Hartman"
"s6663","Will Gluck"
"s8516","Brian Levant"
"s7287","Scott Stewart"
"s4428","Ken Ghosh"
"s4434","Habib Faisal"
"s4456","Tigmanshu Dhulia"
"s2494","Lonzo Nzekwe"
"s5955","Icíar Bollaín"
"s2545","Vipul Amrutlal Shah"
"s933","Paul Greengrass"
"s6777","Tyler Perry"
"s7036","Onir"
"s8639","Eli Craig"
"s6440","Aatmaram Dharne"
"s7096","Kedar Shinde"
"s7266","Mahesh Manjrekar"
"s5977","Ozan Açıktan"
"s6726","Hakan Algül"
"s8751","Debra Granik"
"s6291","Khaled Marei"
"s8586","Mohamed Hamdy"
"s793","Rob Reiner"
"s8378","Tom Hooper"
"s8193","Sameh Abdulaziz"
"s503","Mahmood Ali-Balogun"
"s6345","Derek Cianfrance"
"s6988","Note Chern-Yim"
"s8252","John Wells"
"s6228","Tanit Jitnukul"
"s410","Rajiv Chilaka"
"s420","Rajiv Chilaka"
"s450","David Slade"
"s576","Greg Berlanti"
"s593","Jim Field Smith"
"s599","Anton Corbijn"
"s610","Florian Henckel von Donnersmarck"
"s8218","Albert Hughes"
"s8218","Allen Hughes"
"s4796","Nila Madhab Panda"
"s4801","Kabir Sadanand"
"s1388","Paul Haggis"
"s6840","Nicholas Stoller"
"s5875","Wilson Yip"
"s8297","David O. Russell"
"s7987","Michael Patrick King"
"s6613","Jay Roach"
"s7027","Keoni Waxman"
"s7283","Zack Snyder"
"s7858","Paul W.S. Anderson"
"s4229","John Fortenberry"
"s7272","Massy Tadjedin"
"s5097","Yasuhiro Irie"
"s7054","Sachin"
"s5603","Sam Dunn"
"s5603","Scot McFadyen"
"s2916","Brian Webber"
"s1359","Martin Scorsese"
"s8446","Adam McKay"
"s6434","Brad Peyton"
"s7875","Amit Rai"
"s6391","Steve Antin"
"s3142","Vijay Lalwani"
"s4346","Felix Chong"
"s6974","Jennifer Lynch"
"s7242","Tim Johnson"
"s316","Chineze Anyaene"
"s207","Dibakar Banerjee"
"s209","Milan Luthria"
"s4725","Sanjay Leela Bhansali"
"s4728","Punit Malhotra"
"s4732","Prakash Jha"
"s8162","Farah Khan"
"s341","Christopher Nolan"
"s357","Sylvain White"
"s6584","Neil LaBute"
"s7855","Allen Coulter"
"s6493","Louis Leterrier"
"s7241","Andrés Couturier"
"s2702","M. Night Shyamalan"
"s5991","Daniel Lee"
"s2620","Ashraf Fayeq"
"s1018","Kiran Rao"
"s1022","Anusha Rizvi"
"s1022","Mahmood Farooqui"
"s6932","Ron Oliver"
"s1136","John Luessenhop"
"s8512","David Fincher"
"s5549","Jason Spingarn-Koff"
"s6231","Adisorn Tresirikasem"
"s7738","Banjong Pisanthanakun"
"s7738","Paween Purikitpanya"
"s7738","Songyos Sugmakanan"
"s7738","Parkpoom Wongpoom"
"s7738","Visute Poolvoralaks"
"s1943","Abhishek Chaubey"
"s3499","Deepti Naval"
"s116","Jane Campion"
"s2057","Thor Freudenthal"
"s59","Masahiko Murata"
"s7547","Nick Cassavetes"
"s1796","Rajkumar Santoshi"
"s7221","Alex Proyas"
"s8298","Kunle Afolayan"
"s8533","Robert Schwentke"
"s4559","Ram Gopal Varma"
"s4563","Anurag Kashyap"
"s4570","Paresh Mokashi"
"s4576","Vishal Bhardwaj"
"s4581","Renzil D'Silva"
"s4592","David Lee Miller"
"s4613","Ayaan Mukherji"
"s6380","Antoine Fuqua"
"s4402","Vincent Kok"
"s6618","Neill Blomkamp"
"s6425","Àlex Pastor"
"s6425","David Pastor"
"s8326","Neal Brennan"
"s1684","Shyam Benegal"
"s5959","Shane Acker"
"s3291","Tom Ford"
"s7092","Clint Eastwood"
"s4421","Indrajit Nattoji"
"s4433","Umesh Shukla"
"s859","Mohamed Diab"
"s2503","Sherif Arafa"
"s2507","Ahmad El-Badri"
"s934","Lasse Hallström"
"s948","Kevin Macdonald"
"s951","Peter Jackson"
"s6911","Shinji Aramaki"
"s6911","Mamoru Oshii"
"s6911","Hideki Futamura"
"s6911","Toshiyuki Kanno"
"s6911","Tomoki Kyoda"
"s6911","Koichi Mashimo"
"s6911","Yasushi Muraki"
"s6911","Daisuke Nishio"
"s6911","Frank O'Connor"
"s6911","Koji Sawai"
"s6911","Joseph Chou"
"s6911","Hiroshi Yamazaki"
"s8357","Terry Gilliam"
"s4966","Mike Clattenburg"
"s6537","Henry Selick"
"s6669","Sumitra Bhave"
"s6669","Sunil Sukthankar"
"s8421","Grant Heslov"
"s778","Ellen Seidler"
"s778","Megan Siler"
"s803","James McTeigue"
"s2408","George Gallo"
"s7022","Sam Liu"
"s7022","Frank Paur"
"s8221","Richard Kelly"
"s372","Najwa Najjar"
"s408","Rajiv Chilaka"
"s416","Rajiv Chilaka"
"s7078","Quentin Tarantino"
"s451","Chris Weitz"
"s8467","Ron Clements"
"s8467","John Musker"
"s595","J.J. Abrams"
"s613","Patrick Tatopoulos"
"s7817","Andy Fickman"
"s7720","Paritosh Painter"
"s2979","Shannon Hartman"
"s6058","Ethan Coen"
"s6058","Joel Coen"
"s8413","John Mikulak"
"s8413","Joshua Brown"
"s1448","Christian Alvart"
"s1455","Jeff Stilson"
"s5994","Burr Steers"
"s7148","Nora Ephron"
"s3060","Mark A.Z. Dippé"
"s3074","Steve Rash"
"s8168","McG"
"s8366","Ricky Gervais"
"s8366","Matthew Robinson"
"s8665","Jason Reitman"
"s7451","Santosh Manjrekar"
"s8265","Satish Manwar"
"s8790","Cathy Garcia-Molina"
"s8054","Michael J. Bassett"
"s7446","Gareth Evans"
"s6233","Raja Menon"
"s1523","Yasmin Ahmad"
"s3144","Zoya Akhtar"
"s1611","Ron Howard"
"s4730","Prem Soni"
"s2127","Ashutosh Gowariker"
"s5817","Troy Miller"
"s348","Jorge Blanco"
"s8363","Steven Soderbergh"
"s2621","Yılmaz Erdoğan"
"s8543","Robert Luketic"
"s6487","Paul Weitz"
"s7623","Sam Taylor-Johnson"
"s1114","Roland Emmerich"
"s1115","Rajkumar Hirani"
"s1140","Nelson McCormick"
"s4949","Priyadarshan"
"s1941","Rohit Shetty"
"s58","Hajime Kamegaki"
"s168","Matthew O'Callaghan"
"s168","Todd Wilderman"
"s183","Malcolm D. Lee"
"s7056","Tony Leondis"
"s7818","Jonathan Demme"
"s8791","Dennis Dugan"
"s6749","Luke Jurevicius"
"s8339","Mickey Liddell"
"s7170","Satish Kaushik"
"s8473","Riri Riza"
"s5749","Noriyuki Abe"
"s6889","Clint Eastwood"
"s6928","Jon Hurwitz"
"s6928","Hayden Schlossberg"
"s4574","Ashutosh Gowariker"
"s4580","Aziz Mirza"
"s3224","Edward Zwick"
"s8407","Marco Schnabel"
"s1715","Nelson McCormick"
"s7370","Callie Khouri"
"s7370","Jesse V. Johnson"
"s7866","Sam Mendes"
"s8088","Adam McKay"
"s8671","Pete Travis"
"s4452","Nishikant Kamat"
"s4455","Dibakar Banerjee"
"s4465","Shyam Benegal"
"s6064","Neeraj Pandey"
"s6518","Ketan Mehta"
"s2506","Ahmad El-Badri"
"s957","Kevin Smith"
"s2583","Eric Darnell"
"s2583","Tom McGrath"
"s6638","John Patrick Shanley"
"s4011","Michael Simon"
"s4066","Mark Waters"
"s8000","Samar Khan"
"s8770","N. Chandra"
"s792","Ric Roman Waugh"
"s2434","Wael Ehsan"
"s2404","Ayman Makram"
"s5982","Roland Emmerich"
"s7869","Jon Avnet"
"s6987","Note Chern-Yim"
"s3648","Dante Lam"
"s8146","Santosh Sivan"
"s8044","Noam Murro"
"s574","John Stevenson"
"s574","Mark Osborne"
"s592","Gabriele Muccino"
"s608","Bryan Bertino"
"s6814","Courtney Hunt"
"s7079","Iain Softley"
"s7588","George C. Wolfe"
"s8308","Rob Minkoff"
"s8403","Fred Durst"
"s6768","Marc Abraham"
"s5633","Hannes Stöhr"
"s6791","Seth Gordon"
"s7988","Michael Patrick King"
"s3059","Mark A.Z. Dippé"
"s3059","Eondeok Han"
"s5960","Robert Luketic"
"s6504","Matt Reeves"
"s7071","Steven Spielberg"
"s8223","Mark Herman"
"s7932","Rajeev Patil"
"s8445","Wenn V. Deramas"
"s1267","Pablo Larraín"
"s4113","Sachin Kamlakar Khot"
"s1360","Roger Donaldson"
"s6269","Agasyah Karim"
"s6269","Khalid Kashogi"
"s3146","Abhishek Kapoor"
"s7810","Marc Forster"
"s189","Ramzy Bedia"
"s189","Éric Judor"
"s193","Sachin Yardi"
"s196","Saurabh Kabra"
"s208","Apoorva Lakhia"
"s6098","Antonio Campos"
"s347","David Gordon Green"
"s7815","Richard Correll"
"s5825","Christopher Martin"
"s2615","Ahmed Yousry"
"s2615","Hazem Fouda"
"s2638","Mohamed Yassin"
"s1112","Nick Moore"
"s1019","Abbas Tyrewala"
"s1145","Peyton Reed"
"s2721","Tarun Mansukhani"
"s1944","Imtiaz Ali"
"s1946","Navdeep Singh"
"s60","Hajime Kamegaki"
"s143","Richard LaGravenese"
"s7521","Craig Gillespie"
"s7528","Jeremy Saulnier"
"s1828","Philippe Aractingi"
"s6848","Mark Steven Johnson"
"s7593","Scott Hicks"
"s7639","Steven Soderbergh"
"s8230","Rob Reiner"
"s6328","Craig Brewer"
"s7006","Akiva Schaffer"
"s4379","Leslie Iwerks"
"s3350","Everardo González"
"s6512","Les Mayfield"
"s8068","Sam Raimi"
"s8224","Neil Jordan"
"s4432","Vivek Agnihotri"
"s4450","Anurag Basu"
"s8554","Jay Russell"
"s4872","Dani Levy"
"s5957","Ole Bornedal"
"s4859","Brit McAdams"
"s2593","Bobby Farrelly"
"s2593","Peter Farrelly"
"s8159","Kevin Munroe"
"s8373","Robin Swicord"
"s7693","Jorge Granier"
"s4018","Maryo J. De los Reyes"
"s2864","Paul Thomas Anderson"
"s6371","Sean McNamara"
"s7695","Piti Jaturaphat"
"s8613","Sukum Maetawanitch"
"s3651","To-hoi Kong"
"s2315","Matthew Vaughn"
"s7968","Jay Chou"
"s6271","Julian Jarrold"
"s1457","Sean Penn"
"s6798","David Dobkin"
"s8127","Greg Mottola"
"s6910","Adam Shankman"
"s8139","Tim Burton"
"s8286","Robert Berlinger"
"s7729","James Foley"
"s5649","Steve Hickner"
"s5649","Simon J. Smith"
"s7924","Sanjay Soorkar"
"s3140","Reema Kagti"
"s216","Apoorva Lakhia"
"s328","Robert Zemeckis"
"s338","Mark Helfrich"
"s1023","Aamir Khan"
"s6711","Tom Shadyac"
"s6794","Gregory Hoblit"
"s7691","Richard LaGravenese"
"s4955","Farah Khan"
"s8186","Esteban Sapir"
"s5855","G.J. Echternkamp"
"s63","Toshiyuki Tsuru"
"s3515","Michèle Ohayon"
"s170","Wolfgang Petersen"
"s8381","Alejandro Agresti"
"s5295","Todd S. Yellin"
"s4471","Wilson Yip"
"s7024","Raj Kanwar"
"s1866","Neeraj Vora"
"s6693","Greg Coolidge"
"s8102","Marc Forster"
"s8129","Bryan Singer"
"s8470","Gabriele Muccino"
"s8656","Paul Feig"
"s1722","Steven Bognar"
"s1722","Julia Reichert"
"s5993","Richard Donner"
"s7554","Jared Hess"
"s4430","Priyadarshan"
"s4430","Kookie V. Gulati"
"s4448","Gary Binkow"
"s865","Milan Luthria"
"s2502","Saeed Hamed"
"s2510","Wael Ehsan"
"s927","Vondie Curtis-Hall"
"s4967","Mike Clattenburg"
"s8556","Chito S. Roño"
"s4008","Manny Rodriguez"
"s8397","Florian Henckel von Donnersmarck"
"s6983","Ali Taner Baltacı"
"s6983","Cem Yılmaz"
"s1257","Liam Lynch"
"s2341","Sooraj R. Barjatya"
"s804","Takuya Igarashi"
"s805","Michelle MacLaren"
"s2436","Wael Ehsan"
"s6483","Israel Adrián Caetano"
"s6121","Jonathan Levine"
"s7173","Alphonso J. Wesson"
"s8227","Peyton Reed"
"s598","Adam McKay"
"s7263","M. Night Shyamalan"
"s4791","Raj Kaushal"
"s7357","Katherine Brooks"
"s8273","Martin Scorsese"
"s3069","Guillermo del Toro"
"s6756","James Wong"
"s6206","Alejandro G. Iñárritu"
"s6218","Sumitra Bhave"
"s6218","Sunil Sukthankar"
"s8774","Kedar Shinde"
"s4081","Michael Blieden"
"s4108","Saket Chaudhary"
"s7423","Sudesh Manjrekar"
"s7423","Atul Kale"
"s5133","Drew Heriot"
"s6297","Priyadarshan"
"s6578","Tanveer Khan"
"s6871","Rohit Shetty"
"s7110","Shirish Kunder"
"s1520","Yasmin Ahmad"
"s3134","Farhan Akhtar"
"s1617","Gil Kenan"
"s1625","Ron Howard"
"s6428","Martin Campbell"
"s200","Partho Mitra"
"s6681","Bassam Kurdali"
"s4733","Rakeysh Omprakash Mehra"
"s7187","Dibakar Banerjee"
"s336","Joe Roth"
"s2613","Muharrem Gülmez"
"s2613","Sırrı Süreyya Önder"
"s2634","Amr Arafa"
"s1103","Steve Pink"
"s2731","Karan Johar"
"s7725","Mark Palansky"
"s8690","Rob McKittrick"
"s62","Hirotsugu Kawasaki"
"s130","Lasse Hallström"
"s7153","Roger Kumble"
"s6377","Rian Johnson"
"s7533","Onir"
"s1833","Josef Fares"
"s3477","Noah Baumbach"
"s4584","Chandan Arora"
"s8669","James McTeigue"
"s8794","Raja Gosnell"
"s7361","Radhika Rao"
"s7361","Vinay Sapru"
"s7209","Jeffrey W. Byrd"
"s8334","John Dahl"
"s2513","Wael Ihsan"
"s2846","Cristi Puiu"
"s6467","Mark Dindal"
"s7151","Phil Morrison"
"s7080","K. Subhash"
"s7591","Anees Bazmee"
"s8153","Brian Smith"
"s817","Sydney Pollack"
"s6879","George Clooney"
"s723","David Zeiger"
"s4746","Ted Emery"
"s8347","Note Chern-Yim"
"s6290","Dharmesh Darshan"
"s579","Rob Marshall"
"s8229","Terry Gilliam"
"s8048","Imtiaz Ali"
"s1423","Prakash Jha"
"s1424","Rohan Sippy"
"s6447","Tim Burton"
"s6511","Thomas Carter"
"s6978","Andy Tennant"
"s7504","Robert Luketic"
"s8285","Jay Chandrasekhar"
"s8768","Lee Tamahori"
"s7175","Chandrakant Kulkarni"
"s1365","Jon Favreau"
"s5978","Karyn Kusama"
"s7387","David Dhawan"
"s7831","Sanjay Dayma"
"s8184","Robert Rodriguez"
"s7033","Craig Brewer"
"s4738","Vishal Bhardwaj"
"s5816","Michael Drumm"
"s7902","Rob Reiner"
"s6205","Çagan Irmak"
"s2622","Yılmaz Erdoğan"
"s2633","Martin Scorsese"
"s3912","Suparn Verma"
"s3918","Leena Yadav"
"s2730","Soham Shah"
"s4956","Amol Palekar"
"s8014","Banjong Pisanthanakun"
"s8014","Parkpoom Wongpoom"
"s54","Toshiya Shinohara"
"s64","Tensai Okamura"
"s128","Mark Rosman"
"s3545","Bernie Denk"
"s7089","Toshiya Shinohara"
"s1859","Ken Ghosh"
"s6541","Paul Haggis"
"s7640","Steven Soderbergh"
"s8464","Chan-sang Lim"
"s2511","Ali Ragab"
"s892","Matthew Vaughn"
"s6284","Joe Camp"
"s8683","Yılmaz Erdoğan"
"s8038","Joe Nussbaum"
"s5015","Ashutosh Gowariker"
"s5022","Mani Ratnam"
"s6108","Abbas Alibhai Burmawalla"
"s6108","Mastan Alibhai Burmawalla"
"s7250","Samir Karnik"
"s7903","Jeeva"
"s653","Kingsley Ogoro"
"s800","Clint Eastwood"
"s810","Todd Phillips"
"s2440","Wael Ihsan"
"s3650","Corey Yuen"
"s3650","Patrick Leung"
"s8462","Robert Zemeckis"
"s6929","Danny Leiner"
"s7199","Quentin Tarantino"
"s7580","Dennie Gordon"
"s8625","S.S. Wilson"
"s6481","Joe Roth"
"s4103","Sudhir Mishra"
"s7525","David Dhawan"
"s1522","Yasmin Ahmad"
"s3143","Farhan Akhtar"
"s6019","Peter Segal"
"s201","Santram Varma"
"s352","Trey Parker"
"s358","Brad Anderson"
"s6670","Sriram Raghavan"
"s7240","Stephen Chow"
"s4953","Farah Khan"
"s6223","Phil Weinstein"
"s1942","Ken Ghosh"
"s123","Jane Campion"
"s53","Toshiya Shinohara"
"s137","Anthony Minghella"
"s164","David Zucker"
"s173","Richard Linklater"
"s175","Antoine Fuqua"
"s7090","Toshiya Shinohara"
"s6213","Michael Bay"
"s6448","McG"
"s6656","Troy Miller"
"s8416","Lilly Wachowski"
"s8416","Lana Wachowski"
"s8417","Lilly Wachowski"
"s8417","Lana Wachowski"
"s943","Clint Eastwood"
"s2597","Dennie Gordon"
"s6640","Bo Welch"
"s7190","Surya S.J."
"s7190","Sunil Kumar Agrawal"
"s788","Andrzej Bartkowiak"
"s605","Alan Parker"
"s4793","Aziz Mirza"
"s7440","Bob Odenkirk"
"s1427","Prakash Jha"
"s6887","Mathieu Kassovitz"
"s7913","Clark Johnson"
"s6755","David R. Ellis"
"s7198","Quentin Tarantino"
"s8167","Jonathan Mostow"
"s8405","Peter Jackson"
"s7482","Mike Newell"
"s6008","Nagesh Kukunoor"
"s6300","Ram Gopal Varma"
"s6838","David Grossman"
"s202","Anil V. Kumar"
"s202","Anurag Basu"
"s350","Gary Ross"
"s8056","Nancy Meyers"
"s7276","Roy Allen Smith"
"s3914","Sudhir Mishra"
"s3915","Sujoy Ghosh"
"s3916","Anant Balani"
"s2733","Nikkhil Advani"
"s8077","Robert Rodriguez"
"s1938","Lee Hirsch"
"s52","Toshiya Shinohara"
"s2002","Peter Sollett"
"s6230","Manop Janjarasskul"
"s7091","Toshiya Shinohara"
"s1867","Rajkumar Santoshi"
"s7444","Barry Sonnenfeld"
"s5180","Christian Charles"
"s8532","Simon Wells"
"s7157","Kathryn Bigelow"
"s7696","Charles Stone III"
"s8541","Kevin Donovan"
"s952","Roger Kumble"
"s8076","Robert Rodriguez"
"s7745","Mahesh Manjrekar"
"s7995","Krishna Vamshi"
"s7997","Gurudev Bhalla"
"s6704","Kurt Wimmer"
"s562","Jay Roach"
"s609","Phil Alden Robinson"
"s6063","Adam Shankman"
"s6589","Anees Bazmee"
"s6310","Nick Broomfield"
"s6306","Shawn Levy"
"s6489","Fernando Meirelles"
"s6489","Katia Lund"
