Position,Points,Name,Known.For,Birth.Date
125,15975,Dakota Fanning,War of the Worlds,23/02/1994
126,15619,Jennifer Morrison,House M.D.,12/04/1979
127,15614,Heather Graham,Austin Powers: The Spy Who Shagged Me,29/01/1970
128,15458,Monica Bellucci,Malèna,30/09/1964
129,15431,Kate Mara,Fantastic Four,27/02/1983
130,15393,Vanessa Redgrave,Coriolanus,30/01/1937
131,15361,Jamie Lee Curtis,Halloween,22/11/1958
132,15083,Alexandra Maria Lara,Der Untergang,12/11/1978
133,15015,Mary McDonnell,Battlestar Galactica,28/04/1952
134,14932,Mia Wasikowska,Alice in Wonderland,25/10/1989
135,14605,Louise Fletcher,One Flew Over the Cuckoo's Nest,22/07/1934
136,14501,Bonnie Bedelia,Die Hard,25/03/1948
137,14406,Abigail Breslin,Little Miss Sunshine,14/04/1996
138,14369,Shailene Woodley,Big Little Lies,15/11/1991
139,14152,Lorraine Bracco,Goodfellas,02/10/1954
140,14140,Rosario Dawson,Rent,09/05/1979
141,14099,Natascha McElhone,Ronin,14/12/1969
142,14056,Helen Hunt,As Good as It Gets,15/06/1963
143,14049,Olivia Colman,The Favourite,30/01/1974
144,14014,Shelley Duvall,The Shining,07/07/1949
145,13971,Anjelica Huston,The Grifters,08/07/1951
146,13869,Kim Dickens,Gone Girl,18/06/1965
147,13564,Dianne Wiest,The Birdcage,28/03/1946
148,13480,Andrea Riseborough,Birdman or (The Unexpected Virtue of Ignorance),20/11/1981
149,13410,Madeleine Stowe,Twelve Monkeys,18/08/1958
150,13390,Miranda Richardson,The Crying Game,03/03/1958
151,13292,Juliette Lewis,Natural Born Killers,21/06/1973
152,13119,Marisa Paredes,Todo sobre mi madre,03/04/1946
153,13106,Zazie Beetz,Atlanta,01/06/1991
154,13092,Sissy Spacek,In the Bedroom,25/12/1949
155,13079,Audrey Tautou,Le fabuleux destin d'Amélie Poulain,09/08/1976
156,12900,Chloë Grace Moretz,Kick-Ass,10/02/1997
157,12720,Thandiwe Newton,Crash,06/11/1972
158,12621,Radha Mitchell,Pitch Black,12/11/1973
159,12603,Susan Sarandon,Thelma & Louise,04/10/1946
160,12589,Eva Green,Casino Royale,06/07/1980
161,12584,Veronica Cartwright,Alien,20/04/1949
162,12435,Helen Mirren,The Queen,26/07/1945
163,12394,Paula Patton,Precious,05/12/1975
164,12391,Patricia Arquette,True Romance,08/04/1968
165,12363,Catherine McCormack,Braveheart,03/04/1972
166,12290,Mary-Louise Parker,Weeds,02/08/1964
167,12167,Mila Kunis,Black Swan,14/08/1983
168,12155,Freida Pinto,Slumdog Millionaire,18/10/1984
169,12054,Clémence Poésy,In Bruges,30/10/1982
170,12040,Nathalie Baye,Catch Me If You Can,06/07/1948
171,11946,Sophie Marceau,La boum,17/11/1966
172,11890,Rene Russo,Nightcrawler,17/02/1954
173,11580,Janet Leigh,Psycho,06/07/1927
174,11137,Vera Miles,The Man Who Shot Liberty Valance,23/08/1929
175,11090,Regina King,Ray,15/01/1971
176,11053,Emmy Rossum,The Phantom of the Opera,12/09/1986
177,11037,Diane Venora,Heat,10/08/1952
178,10992,Renée Zellweger,Chicago,25/04/1969
179,10917,Anna Paquin,The Piano,24/07/1982
180,10831,Sally Hawkins,The Shape of Water,27/04/1976
181,10776,Alicia Vikander,Ex Machina,03/10/1988
182,10765,January Jones,X: First Class,05/01/1978
183,10723,Julia Ormond,My Week with Marilyn,04/01/1965
184,10593,Grace Kelly,Dial M for Murder,12/11/1929
185,10527,Eva Mendes,Hitch,05/03/1974
186,10498,Julie Delpy,Trois couleurs: Blanc,21/12/1969
187,10427,Hiam Abbass,Blade Runner 2049,30/11/1960
188,10395,Julie Christie,Doctor Zhivago,14/04/1940
189,10320,Kristin Scott Thomas,Gosford Park,24/05/1960
190,10289,Emma Thompson,Sense and Sensibility,15/04/1959
191,10287,Sharon Stone,Basic Instinct,10/03/1958
192,10257,Kelly Reilly,Pride & Prejudice,18/07/1977
193,10018,Demi Moore,G.I. Jane,11/11/1962
194,9951,Maribel Verdú,El laberinto del fauno,02/10/1970
195,9922,Taraji P. Henson,The Curious Case of Benjamin Button,11/09/1970
196,9880,Gena Rowlands,The Notebook,19/06/1930
197,9844,Evan Rachel Wood,Thirteen,07/09/1987
198,9766,Linda Fiorentino,The Last Seduction,09/03/1958
199,9721,Halle Berry,Catwoman,14/08/1966
200,9715,Brie Larson,Room,01/10/1989
201,9584,Melanie Lynskey,Togetherness,16/05/1977
202,9555,Ingrid Bergman,Casablanca,29/08/1915
203,9321,Cho Yeo-jeong,Gisaengchung,10/02/1981
204,9321,Park So-dam,Gisaengchung,08/09/1991
205,9257,Meg Ryan,When Harry Met Sally...,19/11/1961
206,9212,Salli Richardson-Whitfield,Anacondas: The Hunt for the Blood Orchid,23/11/1967
207,9200,Faye Dunaway,Bonnie and Clyde,14/01/1941
208,9129,Cybill Shepherd,Cybill,18/02/1950
209,9032,Andie MacDowell,Groundhog Day,21/04/1958
210,8998,Nicoletta Braschi,La vita è bella,19/04/1960
211,8995,Saffron Burrows,You,22/10/1972
212,8875,Haley Bennett,The Magnificent Seven,07/01/1988
213,8800,Holly Hunter,Broadcast News,20/03/1958
214,8780,Ziyi Zhang,Yi dai zong shi,09/02/1979
215,8673,Samantha Morton,Minority Report,13/05/1977
216,8552,Sylvia Hoeks,Blade Runner 2049,01/06/1983
217,8547,Teri Polo,Meet the Parents,01/06/1969
218,8547,Blythe Danner,Meet the Parents,03/02/1943
219,8462,Bridget Fonda,A Simple Plan,27/01/1964
220,8456,Gretchen Mol,The Thirteenth Floor,08/11/1972
221,8431,Rachel Griffiths,Six Feet Under,18/12/1968
222,8264,Lorraine Gary,Jaws: The Revenge,16/08/1937
223,8259,Ivana Baquero,El laberinto del fauno,11/06/1994
224,8259,Ariadna Gil,El laberinto del fauno,23/01/1969
225,8255,Noomi Rapace,Män som hatar kvinnor,28/12/1979
226,8135,Milla Jovovich,The Fifth Element,17/12/1975
227,8114,Sienna Miller,G.I. Joe: The Rise of Cobra,28/12/1981
228,8045,Tabu,Andhadhun,04/11/1970
229,8004,Shirley MacLaine,Terms of Endearment,24/04/1934
230,7953,Charlotte Gainsbourg,Antichrist,21/07/1971
231,7923,Brenda Blethyn,Pride & Prejudice,20/02/1946
232,7909,Charlotte Rampling,45 Years,05/02/1946
233,7881,Amanda Seyfried,Les Misérables,03/12/1985
234,7856,Samantha Mathis,Broken Arrow,12/05/1970
235,7832,Kate Beckinsale,Underworld: Evolution,26/07/1973
236,7717,Anna Friel,Land of the Lost,12/07/1976
237,7713,Isabella Rossellini,Blue Velvet,18/06/1952
238,7656,Michelle Yeoh,Everything Everywhere All at Once,06/08/1962
239,7623,Anamaria Marinca,"4 luni, 3 saptamâni si 2 zile",01/04/1978
240,7605,Mireille Enos,World War Z,22/09/1975
241,7605,Daniella Kertesz,World War Z,11/03/1989
242,7585,Kate Ashfield,Shaun of the Dead,28/05/1972
243,7549,Famke Janssen,X-Men: The Last Stand,05/11/1964
244,7485,Geena Davis,Thelma & Louise,21/01/1956
245,7445,Adrianne Palicki,G.I. Joe: Retaliation,06/05/1983
246,7367,Olivia Wilde,Tron,10/03/1984
247,7348,Elisabeth Röhm,American Hustle,28/04/1973
248,7228,Deborah Kara Unger,The Game,12/05/1966
249,7206,Miranda Otto,The Lord of the Rings: The Return of the King,16/12/1967
250,7180,Martina Gedeck,Das Leben der Anderen,14/09/1961
251,7158,Corinna Harfouch,Der Untergang,16/10/1954
252,7158,Birgit Minichmayr,Der Untergang,03/04/1977
253,7152,Valeria Golino,Rain Man,22/10/1965
254,7103,Joely Richardson,Nip/Tuck,09/01/1965
255,7072,Whoopi Goldberg,Ghost,13/11/1955
256,7016,Claudia Cardinale,C'era una volta il West,15/04/1938
257,6974,Lili Taylor,American Crime,20/02/1967
258,6911,Bérénice Bejo,The Artist,07/07/1976
259,6880,Eva Marie Saint,On the Waterfront,04/07/1924
260,6847,Audrey Hepburn,Breakfast at Tiffany's,04/05/1929
261,6828,Sophie Okonedo,Hotel Rwanda,11/08/1968
262,6776,Alicia von Rittberg,Fury,10/12/1993
263,6659,Lisa Kudrow,Friends,30/07/1963
264,6601,Kang Hye-jeong,Oldeuboi,04/01/1982
265,6585,Judy Garland,The Wizard of Oz,10/06/1922
266,6570,Anya Taylor-Joy,The Queen's Gambit,16/04/1996
267,6552,Susanne Lothar,Funny Games,15/11/1960
268,6534,Karoline Herfurth,Perfume: The Story of a Murderer,22/05/1984
269,6513,Katharine Ross,The Graduate,29/01/1940
270,6501,Thelma Ritter,Rear Window,14/02/1902
271,6459,Anna Faris,The House Bunny,29/11/1976
272,6430,Claire Danes,My So-Called Life,12/04/1979
273,6411,Angela Bassett,Black Panther,16/08/1958
274,6353,Anne Bancroft,The Graduate,17/09/1931
275,6348,Rosemarie DeWitt,Rachel Getting Married,26/10/1971
276,6319,Paulette Goddard,Modern Times,03/06/1910
277,6304,Anne Heche,Six Days Seven Nights,25/05/1969
278,6281,Linda Cardellini,Scooby-Doo,25/06/1975
279,6271,Jessica Biel,The Illusionist,03/03/1982
280,6211,Kate Hudson,Almost Famous,19/04/1979
281,6206,Linda Hamilton,Terminator 2: Judgment Day,26/09/1956
282,6188,Jennifer Aniston,Friends,11/02/1969
283,6175,Mia Farrow,Rosemary's Baby,09/02/1945
284,6167,Lena Olin,The Unbearable Lightness of Being,22/03/1955
285,6131,Emmanuelle Seigner,Bitter Moon,22/06/1966
286,6086,Ruby Dee,American Gangster,27/10/1922
287,6074,Elizabeth McGovern,Ordinary People,18/07/1961
288,6019,Vivien Leigh,A Streetcar Named Desire,05/11/1913
289,6000,Cicely Tyson,The Help,19/12/1924
290,5972,Agnes Moorehead,"Hush...Hush, Sweet Charlotte",06/12/1900
291,5943,Pam Grier,Jackie Brown,26/05/1949
292,5930,Geraldine Chaplin,Hable con ella,31/07/1944
293,5917,Kate Capshaw,Indiana Jones and the Temple of Doom,03/11/1953
294,5910,Amy Smart,Rat Race,26/03/1976
295,5895,Marie-Josée Croze,Les invasions barbares,23/02/1970
296,5824,Glenn Close,Fatal Attraction,19/03/1947
297,5760,Donna Reed,It's a Wonderful Life,27/01/1921
298,5758,Drew Barrymore,Charlie's Angels,22/02/1975
299,5704,AJ Michalka,Super 8,10/04/1991
300,5694,Ayelet Zurer,Man of Steel,28/06/1969
301,5685,Juliette Binoche,The English Patient,09/03/1964
302,5419,Olga Kurylenko,Oblivion,14/11/1979
303,5277,Barbara Hershey,Black Swan,05/02/1948
304,5230,Keri Russell,Felicity,23/03/1976
305,5216,Lucy Boynton,Sing Street,17/01/1994
306,5203,Emmanuelle Béart,8 femmes,14/08/1963
307,5203,Ingeborga Dapkunaite,Seven Years in Tibet,20/01/1963
308,5156,Kim Novak,Vertigo,13/02/1933
309,5156,Barbara Bel Geddes,Vertigo,31/10/1922
310,5127,Olivia de Havilland,The Heiress,01/07/1916
311,5117,Ruby Rose,Orange Is the New Black,20/03/1986
312,5117,Claudia Gerini,The Passion of the Christ,18/12/1971
313,5076,Felicity Huffman,Transamerica,09/12/1962
314,5068,Joan Cusack,In & Out,11/10/1962
315,5045,Molly Ringwald,Sixteen Candles,18/02/1968
316,5045,Ally Sheedy,The Breakfast Club,13/06/1962
317,5022,Hailee Steinfeld,True Grit,11/12/1996
318,4995,Lady Gaga,A Star Is Born,28/03/1986
319,4962,Aitana Sánchez-Gijón,The Machinist,05/11/1968
320,4915,Felicity Jones,Rogue One,17/10/1983
321,4895,Hope Davis,American Splendor,23/03/1964
322,4890,Judy Davis,Husbands and Wives,23/04/1955
323,4872,Salma Hayek,Frida,02/09/1966
324,4849,Mary Elizabeth Mastrantonio,The Abyss,17/11/1958
325,4791,Jessica Lange,Tootsie,20/04/1949
326,4783,Diane Lane,Unfaithful,22/01/1965
327,4779,Tuesday Weld,Once Upon a Time in America,27/08/1943
328,4757,Sarah Jessica Parker,Sex and the City,25/03/1965
329,4754,Charlotte Le Bon,Anthropoid,04/09/1986
330,4738,Teri Garr,Tootsie,11/12/1947
331,4713,Linda Blair,The Exorcist,22/01/1959
332,4674,Julie Walters,Billy Elliot,22/02/1950
333,4656,Greta Gerwig,Lady Bird,04/08/1983
334,4613,Samara Weaving,Ready or Not,23/02/1992
335,4568,Jessica Tandy,Driving Miss Daisy,07/06/1909
336,4546,Hannah Herzsprung,The Reader,07/09/1981
337,4535,Elisabeth Shue,Leaving Las Vegas,06/10/1963
338,4452,Belén Rueda,El orfanato,16/03/1965
339,4445,Michelle Dockery,Downton Abbey,15/12/1981
340,4423,Ko Asung,Snowpiercer,10/08/1992
341,4387,Lola Dueñas,Mar adentro,06/10/1971
342,4342,Lubna Azabal,Incendies,15/08/1973
343,4324,Ellen Barkin,The Fan,16/04/1954
344,4310,Mary Elizabeth Winstead,10 Cloverfield Lane,28/11/1984
345,4306,Zoe Kazan,Ruby Sparks,09/09/1983
346,4305,Sarah Polley,Dawn of the Dead,08/01/1979
347,4293,Barbra Streisand,Funny Girl,24/04/1942
348,4270,Frances O'Connor,A.I. Artificial Intelligence,12/06/1967
349,4244,Melinda Dillon,Magnolia,13/10/1939
350,4162,Maggie Cheung,Fa yeung nin wah,20/09/1964
351,4134,Imelda Staunton,Vera Drake,09/01/1956
352,4108,Juliane Köhler,Der Untergang,06/08/1965
353,4077,Lisa Bonet,Angel Heart,16/11/1967
354,4060,Alexandra Rapaport,Gåsmamman,26/12/1971
355,4002,Madeline Kahn,Paper Moon,29/09/1942
356,4001,Carmen Ejogo,Selma,22/10/1973
357,3982,Kelly Preston,Battlefield Earth,13/10/1962
358,3981,Sarah Silverman,Wreck-It Ralph,01/12/1970
359,3965,Catherine O'Hara,Best in Show,04/03/1954
360,3964,Lauren Bacall,To Have and Have Not,16/09/1924
361,3964,Debbie Reynolds,Singin' in the Rain,01/04/1932
362,3962,Julie Andrews,The Sound of Music,01/10/1935
363,3932,Golshifteh Farahani,Paterson,10/07/1983
364,3925,Ruth Gordon,Rosemary's Baby,1896-10-30
365,3902,Elizabeth Berridge,Amadeus,02/05/1962
366,3898,Elizabeth Debicki,The Great Gatsby,24/08/1990
367,3842,Marlene Dietrich,Witness for the Prosecution,27/12/1901
368,3829,Laura Harrier,Spider-Man: Homecoming,28/03/1990
369,3824,Zooey Deschanel,New Girl,17/01/1980
370,3808,Carroll Baker,Baby Doll,28/05/1931
371,3780,Lake Bell,In a World...,24/03/1979
372,3774,Marilyn Monroe,Some Like It Hot,01/06/1926
373,3753,Bibi Andersson,Persona,11/11/1935
374,3720,Kate Bosworth,Superman Returns,02/01/1983
375,3683,Marta Etura,Ofrenda a la tormenta,28/10/1978
376,3634,Katrin Cartlidge,Breaking the Waves,15/05/1961
377,3608,Candice Bergen,Miss Congeniality,09/05/1946
378,3590,Julia Fox,Uncut Gems,02/02/1990
379,3590,Idina Menzel,Frozen,30/05/1971
380,3583,Laura Harring,Mulholland Dr.,03/03/1964
381,3573,Maya Rudolph,Bridesmaids,27/07/1972
382,3556,Kim Cattrall,Sex and the City 2,21/08/1956
383,3524,Elizabeth Olsen,Martha Marcy May Marlene,16/02/1989
384,3496,Jeanne Tripplehorn,Basic Instinct,10/06/1963
385,3439,Kim Hunter,A Streetcar Named Desire,12/11/1922
386,3411,Kelly McGillis,Witness,09/07/1957
387,3393,Diane Ladd,Wild at Heart,29/11/1935
388,3384,Kim Greist,Brazil,12/05/1958
389,3377,Natalie Martinez,Death Race,12/07/1984
390,3373,Piper Laurie,The Hustler,22/01/1932
391,3357,Leila Hatami,Jodaeiye Nader az Simin,01/10/1972
392,3338,Virginia Madsen,Sideways,11/09/1961
393,3315,Bae Doona,Cloud Atlas,11/10/1979
394,3315,Xun Zhou,Li Mi De Cai Xiang,18/10/1974
395,3275,Vicky Krieps,Phantom Thread,04/10/1983
396,3264,Caroline Goodall,Disclosure,13/11/1959
397,3222,Gong Li,Man cheng jin dai huang jin jia,31/12/1965
398,3216,Brittany Murphy,Clueless,10/11/1977
399,3215,Wendy Hiller,Murder on the Orient Express,15/08/1912
400,3214,Jessica Barden,Hanna,21/07/1992
401,3211,Alida Valli,The Third Man,31/05/1921
402,3196,Amanda Peet,2012,11/01/1972
403,3190,Katharine Hepburn,The Lion in Winter,12/05/1907
404,3189,Sarah Snook,Predestination,01/12/1987
405,3166,Shelley Winters,The Poseidon Adventure,18/08/1920
406,3163,Christina Ricci,Casper,12/02/1980
407,3131,Kathleen Turner,Romancing the Stone,19/06/1954
408,3128,Gemma Arterton,Prince of Persia: The Sands of Time,02/02/1986
409,3117,Tippi Hedren,The Birds,19/01/1930
410,3091,Gloria Swanson,Sunset Blvd.,1899-03-27
411,3075,Rose Byrne,Spy,24/07/1979
412,3065,Patricia Neal,Hud,20/01/1926
413,3050,Sara Forestier,Le nom des gens,04/10/1986
414,3040,Jane Alexander,Kramer vs. Kramer,28/10/1939
415,3011,Trine Dyrholm,Dronningen,15/04/1972
416,2963,Brigitte Helm,Metropolis,17/03/1906
417,2937,A.J. Cook,Criminal Minds,22/07/1978
418,2907,Virginie Ledoyen,8 femmes,15/11/1976
419,2895,Stockard Channing,Practical Magic,13/02/1944
420,2887,Lesley Manville,Phantom Thread,12/03/1956
421,2881,Parker Posey,Scream 3,08/11/1968
422,2839,Penelope Ann Miller,Carlito's Way,13/01/1964
423,2839,Jill Clayburgh,Bridesmaids,30/04/1944
424,2800,Minnie Driver,Circle of Friends,31/01/1970
425,2797,Eliza Scanlen,Little Women,06/01/1999
426,2788,Elizabeth Hurley,Austin Powers: International Man of Mystery,10/06/1965
427,2774,Elisabeth Moss,The Invisible Man,24/07/1982
428,2756,Emmanuelle Riva,Hiroshima mon amour,24/02/1927
429,2712,Leonor Watling,The Oxford Murders,28/07/1975
430,2710,Joanne Woodward,"Rachel, Rachel",27/02/1930
431,2698,Courtney Love,The People vs. Larry Flynt,09/07/1964
432,2672,Catherine Deneuve,Belle de jour,22/10/1943
433,2661,Amber Heard,Aquaman,22/04/1986
434,2656,Anouk Aimée,8½,27/04/1932
435,2641,Julie Hagerty,Freddy Got Fingered,15/06/1955
436,2629,Soledad Villamil,El secreto de sus ojos,19/06/1969
437,2615,Valeria Bruni Tedeschi,Il est plus facile pour un chameau...,16/11/1964
438,2555,Laura San Giacomo,"Sex, Lies, and Videotape",14/11/1962
439,2511,Gillian Anderson,The X Files,09/08/1968
440,2506,Mary McCormack,Deep Impact,08/02/1969
441,2492,Shannyn Sossamon,Wristcutters: A Love Story,03/10/1978
442,2461,Marina Hands,Lady Chatterley,10/01/1975
443,2460,Ana Wagener,Biutiful,
444,2460,Bárbara Lennie,Magical Girl,20/04/1984
445,2457,Bette Davis,All About Eve,05/04/1908
446,2440,Jane Fonda,Klute,21/12/1937
447,2440,Anne Baxter,All About Eve,07/05/1923
448,2436,Elizabeth Taylor,Who's Afraid of Virginia Woolf?,27/02/1932
449,2426,Fanny Ardant,8 femmes,22/03/1949
450,2415,Teresa Wright,Shadow of a Doubt,27/10/1918
451,2409,Izabella Scorupco,GoldenEye,04/06/1970
452,2388,Rebecca Ferguson,The Greatest Showman,19/10/1983
453,2368,Olivia Newton-John,Grease,26/09/1948
454,2368,Eve Arden,Our Miss Brooks,30/04/1908
455,2368,Joan Blondell,Grease,30/08/1906
456,2333,Anne Consigny,Elle,25/05/1963
457,2331,Annabella Sciorra,The Hand That Rocks the Cradle,29/03/1960
458,2326,Sylvia Sidney,Beetle Juice,08/08/1910
459,2325,Rachel Ticotin,Total Recall,01/11/1958
460,2283,Amira Casar,Call Me by Your Name,01/05/1971
461,2280,Jennifer Beals,Flashdance,19/12/1963
462,2273,Manuela Velasco,[Rec],23/10/1975
463,2257,Denise Richards,The World Is Not Enough,17/02/1971
464,2256,Natalie Wood,Rebel Without a Cause,20/07/1938
465,2255,Nancy Allen,RoboCop,24/06/1950
466,2246,Brooke Adams,Invasion of the Body Snatchers,08/02/1949
467,2221,Dagmara Dominczyk,The Count of Monte Cristo,17/07/1976
468,2214,Katrin Sass,Good Bye Lenin!,23/10/1956
469,2205,Joely Richardson,Nip/Tuck,09/01/1965
470,2205,Thekla Reuten,In Bruges,16/09/1975
471,2197,Heather Langenkamp,A Nightmare on Elm Street,17/07/1964
472,2197,Ronee Blakley,Nashville,24/08/1945
473,2196,AnnaSophia Robb,Bridge to Terabithia,08/12/1993
474,2179,Blake Lively,Gossip Girl,25/08/1987
475,2175,Nia Long,The Best Man,30/10/1970
476,2166,Barbara Stanwyck,Double Indemnity,16/07/1907
477,2149,Elsa Lanchester,Witness for the Prosecution,28/10/1902
478,2143,Mary Astor,The Maltese Falcon,03/05/1906
479,2120,Lee Remick,Anatomy of a Murder,14/12/1935
480,2074,Debra Winger,Terms of Endearment,16/05/1955
481,2068,Marg Helgenberger,CSI: Crime Scene Investigation,16/11/1958
482,2068,Danielle Panabaker,The Flash,19/09/1987
483,2053,Lily James,Cinderella,05/04/1989
484,2051,Isabelle Huppert,Elle,16/03/1953
485,2038,Gemma Jones,Sense and Sensibility,04/12/1942
486,2032,Liv Ullmann,Viskningar och rop,16/12/1938
487,2029,Shu Qi,The Transporter,16/04/1976
488,1988,Mariel Hemingway,Manhattan,22/11/1961
489,1984,Alexa Davalos,The Chronicles of Riddick,28/05/1982
490,1981,Marisa Berenson,Cabaret,15/02/1947
491,1950,Regina Taylor,Courage Under Fire,22/08/1960
492,1945,Anne-Marie Duff,Nowhere Boy,08/10/1970
493,1923,Paprika Steen,Applaus,03/11/1964
494,1916,Cecilia Roth,Todo sobre mi madre,08/08/1956
495,1915,Caitríona Balfe,Belfast,04/10/1979
496,1911,Amy Irving,Traffic,10/09/1953
497,1905,Rebecca De Mornay,The Hand That Rocks the Cradle,29/08/1959
498,1901,Ashanti,Coach Carter,13/10/1980
499,1891,Emilie de Ravin,Remember Me,27/12/1981
500,1862,Svetlana Khodchenkova,Tinker Tailor Soldier Spy,21/01/1983
501,1832,Elena Anaya,La piel que habito,17/07/1975
502,1830,Julia Louis-Dreyfus,Seinfeld,13/01/1961
503,1801,Harriet Andersson,Viskningar och rop,14/02/1932
504,1786,Rhea Perlman,Cheers,31/03/1948
505,1786,Mara Wilson,Matilda,24/07/1987
506,1786,Embeth Davidtz,Bicentennial Man,11/08/1965
507,1786,Pam Ferris,Matilda,11/05/1948
508,1778,Julie Kavner,The Simpsons,07/09/1950
509,1756,Ursina Lardi,Lore,19/12/1970
510,1750,Jessica Alba,Fantastic Four,28/04/1981
511,1745,Cécile de France,L'auberge espagnole,17/07/1975
512,1736,Celeste Holm,All About Eve,29/04/1917
513,1726,Mary Stuart Masterson,Benny & Joon,28/06/1966
514,1726,Aunjanue Ellis,King Richard,21/02/1969
515,1723,Markéta Irglová,Once,28/02/1988
516,1705,Sandra Milo,8½,11/03/1933
517,1701,JoBeth Williams,Poltergeist,06/12/1948
518,1696,Ana Torrent,El nido,12/07/1966
519,1694,Rosario Flores,Hable con ella,04/11/1963
520,1679,Jessie Buckley,I'm Thinking of Ending Things,28/12/1989
521,1674,Riley Keough,Mad Max: Fury Road,29/05/1989
522,1632,Irène Jacob,La double vie de Véronique,15/07/1966
523,1623,Jean Arthur,Mr. Smith Goes to Washington,17/10/1900
524,1616,Jean Simmons,Guys and Dolls,31/01/1929
525,1600,Edna Purviance,A Woman of Paris: A Drama of Fate,1895-10-21
526,1580,Meg Foster,They Live,10/05/1948
527,1578,Jennifer Lopez,Hustlers,24/07/1969
528,1575,Ursula Andress,Dr. No,19/03/1936
529,1573,Joan Fontaine,Suspicion,22/10/1917
530,1570,Giulietta Masina,Le notti di Cabiria,22/02/1921
531,1553,Imogen Poots,Vivarium,03/06/1989
532,1549,Elizabeth Mitchell,The Purge: Election Year,27/03/1970
533,1544,Ludivine Sagnier,Lupin,03/07/1979
534,1516,Kim Min-hee,Ah-ga-ssi,01/03/1982
535,1516,Kim Tae-ri,Ah-ga-ssi,24/04/1990
536,1515,Lindsay Lohan,The Parent Trap,02/07/1986
537,1514,Adrienne Barbeau,Escape from New York,11/06/1945
538,1493,Carmen Maura,"Mujeres al borde de un ataque de ""nervios""",15/09/1945
539,1492,Jennifer Grey,Dirty Dancing,26/03/1960
540,1455,Lori Petty,Tank Girl,14/10/1963
541,1423,Björk,Dancer in the Dark,21/11/1965
542,1410,Ingrid Thulin,Viskningar och rop,27/01/1926
543,1375,Elizabeth Peña,Rush Hour,23/09/1959
544,1370,Kajol,Fanaa,05/08/1974
545,1369,Sue Lyon,Lolita,10/07/1946
546,1365,Kaitlyn Dever,Booksmart,21/12/1996
547,1353,Maricel Álvarez,Biutiful,
548,1332,Christiane Paul,Im Juli,08/03/1974
549,1317,Melissa McCarthy,The Heat,26/08/1970
550,1292,Cher,Moonstruck,20/05/1946
551,1289,Lillian Gish,The Night of the Hunter,1893-10-14
552,1253,Coleen Gray,The Killing,23/10/1922
553,1250,Andrea Sawatzki,Tatort,23/02/1963
554,1237,Natalya Bondarchuk,Solyaris,10/05/1950
555,1228,Taraneh Alidoosti,Forushande,12/01/1984
556,1226,Jacqueline Bisset,Bullitt,13/09/1944
557,1222,Kassie Wesley DePaiva,One Life to Live,21/03/1961
558,1221,Lorraine Toussaint,Hudson Hawk,04/04/1960
559,1220,Amy Madigan,Field of Dreams,11/09/1950
560,1211,Alison Brie,GLOW,29/12/1982
561,1208,Irene Papas,The Guns of Navarone,03/09/1929
562,1200,Melonie Diaz,Fruitvale Station,25/04/1984
563,1199,Claudette Colbert,It Happened One Night,13/09/1903
564,1197,Greta Scacchi,The Player,18/02/1960
565,1185,Nora Navas,Dolor y gloria,24/04/1975
566,1175,Sandy Dennis,Who's Afraid of Virginia Woolf?,27/04/1937
567,1171,Margot Kidder,Superman,17/10/1948
568,1171,Eileen Brennan,Clue,03/09/1932
569,1171,Lesley Ann Warren,Victor/Victoria,16/08/1946
570,1169,Olympia Dukakis,Moonstruck,20/06/1931
571,1160,Sylvie Testud,La Môme,17/01/1971
572,1123,Florence Pugh,The Falling,03/01/1996
573,1121,Jenny Agutter,Logan's Run,20/12/1952
574,1111,Susan Kelechi Watson,This Is Us,11/11/1981
575,1098,Ornella Muti,Flash Gordon,09/03/1955
576,1085,Alexandra Shipp,X-Men: Apocalypse,16/07/1991
577,1081,Karin Viard,Polisse,24/01/1966
578,1081,Marie-Laure Dougnac,Delicatessen,
579,1075,Nia Vardalos,My Big Fat Greek Wedding,24/09/1962
580,1071,Steffi Kühnert,Halt auf freier Strecke,19/02/1963
581,1053,Lily Cole,Snow White and the Huntsman,27/12/1987
582,1053,Kathryn Erbe,Stir of Echoes,05/07/1965
583,1053,Illeana Douglas,Stir of Echoes,25/07/1961
584,1046,Vanessa Hudgens,High School Musical 3: Senior Year,14/12/1988
585,1046,Selena Gomez,Spring Breakers,22/07/1992
586,1046,Ashley Benson,Spring Breakers,18/12/1989
587,1046,Rachel Korine,Spring Breakers,04/04/1986
588,1030,Annie Girardot,La pianiste,25/10/1931
589,1029,Barbara Bach,The Spy Who Loved Me,28/08/1946
590,1027,Joan Chen,The Last Emperor,26/04/1961
591,1026,Kimberly Elise,The Manchurian Candidate,17/04/1967
592,1026,Jurnee Smollett,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,01/10/1986
593,1018,Yolande Moreau,Quand la mer monte...,27/02/1953
594,1016,Sondra Locke,Every Which Way but Loose,28/05/1944
595,1014,Nastassja Kinski,Tess,24/01/1961
596,990,Miou-Miou,La science des rêves,22/02/1950
597,990,Shuzhen Zhao,The Farewell,
598,990,Awkwafina,Ocean's Eight,02/06/1988
599,984,Angela Lansbury,The Manchurian Candidate,16/10/1925
600,979,Selena Gomez,Spring Breakers,22/07/1992
601,979,Megan Ferguson,Curb Your Enthusiasm,
602,977,Carice van Houten,Game of Thrones,05/09/1976
603,975,Jean Seberg,À bout de souffle,13/11/1938
