show_id,title,Likes,Languages,Genres,Descriptions
s5273,VeggieTales in the City,60%,,,"Larry, Bob and their Veggie pals expand their world, presenting colourful tales from the city as well as their own gardens."
s7268,Larceny,,,,"Larceny is a crime involving the unlawful taking or theft of the personal property of another person or business. It was an offence under the common law of England and became an offence in jurisdictions which incorporated the common law of England into their own law, where in many cases it remains in force. Wikipedia"
s5274,Ghost of the Mountains,70%,,,"Filmmakers endure brutal weather and rough terrain when they travel to the highest plateau on Earth to find the elusive snow leopard for the new documentary ""Born in China."""
s5275,Offspring,,,,
s5276,Heroin(e),67%,,,"Three women -- a fire chief, a judge and a missionary -- battle West Virginia's opioid epidemic."
s5277,Jeff Dunham: Relative Disaster,65%,,,
s2021,Dhh,,,,"David Heinemeier Hansson is a Danish programmer, and the creator of the popular Ruby on Rails web development framework and the Instiki wiki. He is also a partner at the web-based software development firm Basecamp. Wikipedia"
s2028,Satria Heroes: Revenge of the Darkness,58%,,,"After living in parallel worlds, a superhero returns to Earth to help his equally powerful friend defend the planet from an enemy bent on destruction."
s129,Agatha Christie's Crooked House,62%,,,A detective discovers that the prime suspect in the poisoning of a wealthy businessman is none other than his former lover while investigating the case.
s163,Marshall,,,,"Marshall is a British company that designs and manufactures music amplifiers, speaker cabinets, brands personal headphones and earphones, drums and bongos. The company also owns a record label called Marshall Records. Wikipedia"
s172,Same Kind of Different as Me,78%,,,"After Ron cheats on his wife and tells her the truth, she forces him to volunteer at a shelter for homeless people. He meets an ex-convict who brings positive changes in his life."
s2063,Blue Exorcist,,," Shonen manga, Fantasy","Blue Exorcist is a Japanese dark fantasy manga series written and illustrated by Kazue Kato. The story revolves around Rin Okumura, a teenager who discovers he and his twin brother Yukio are the sons of Satan, born from a human woman, and he is the inheritor of Satan's powers. Wikipedia"
s6024,68 Kill,78%,,,"Trailer-dwelling, sewage-pumping Chip may not lead the most glamorous life, but he's got one thing going for him: he's head over heels infatuated with his girlfriend, Liza. So when she proposes a plot to steal $68,000, he goes along with the plan. But when what was supposed to be a simple heist turns into an off-the-rails, blood-spattered crime spree, Chip learns the hard way just how deranged the love of his life really is.â€¦\xa0MORE"
s6760,First Kill,88%,English," Drama, Adolescence, Supernatural fiction",Falling in love is tricky for teens Juliette and Calliope because one's a vampire and the other's a vampire hunter -- and both are ready to make their first kill.
s8228,The Bridge,89%,,,"When a woman is found murdered in the middle of Oresund Bridge on the border between Sweden and Denmark, Swedish detective Saga Noren and Martin Rohde from the Copenhagen police department are called to the scene. And what they find is shocking: It's not one murder, but two, as the bodies have been brutally cut off at the waist and joined together, the torso of a high-profile Swedish politician and the lower body of a Danish prostitute. The detectives realise they are dealing with a ruthless killer who has been planning his crimes for many years, and the Swedish and Danish police must work together to bring a madman to justice.â€¦\xa0MORE"
s4666,Carbon,,,,Carbon is a chemical element with the symbol C and atomic number 6. It is nonmetallic and tetravalentâ€”its atom making four electrons available to form covalent chemical bonds. It belongs to group 14 of the periodic table. Carbon makes up only about 0.025 percent of Earth's crust. Wikipedia
s4669,Love and Shukla,46%,,,A newly married man searches for a way to be alone with his bride while sharing a one-room apartment with his family.
s4672,Sparring,,,,"Sparring is a form of training common to many combat sports. Although the precise form varies, it is essentially relatively 'free-form' fighting, with enough rules, customs, or agreements to minimize injuries. By extension, argumentative debate is sometimes called sparring. Wikipedia"
s8090,Stephanie,54%,English,,"Stalked by a mysterious power during a global crisis, a little girl learns to fend for herself. Later, upon returning to their daughter, her parents are shocked by the source of this evil."
s8170,Terrifier,78%,,,"Art, the malicious clown, returns with a murderous intention to kidnap three young women and kill anyone who comes in his way."
s8376,The Keeping Hours,63%,,,"A couple's married life is turned upside-down after their son dies. However, a decade later, they get a chance to reconcile."
s8491,The Road to Calvary,95%,,,"Swept up in political unrest during World War I, two sisters in St. Petersburg cope with turbulent romances as Russian history is made around them."
s5289,A Boy Name Flora A,85%," Vietnamese, Taiwanese Mandarin",,A 28-year-old layabout begins to re-examine his life when his dysfunctional family assembles to pay their respects to a dying grandmother who won't pass on.
s5290,A House of Blocks,54%," English, Taiwanese Mandarin",,"Yijuan and her mentally ill sister Kaiqi struggle to find happiness in the face of misfortune, marital strife, criminal intrigue, an exorcism, and a ghost."
s5292,"Alias JJ, la celebridad del mal",52%,,,"Witnesses and public figures respond to controversial claims about Pablo Escobar made by the MedellÃ­n Cartel's sole survivor, John Jairo VelÃ¡squez."
s5298,FINAL FANTASY XIV Dad of Light,83%,Japanese,Drama,"A father and son rekindle their bond through the online role-playing game ""Final Fantasy XIV""; based on a true story."
s5302,LEGO Elves: Secrets of Elvendale,51%,,,"Armed with a powerful amulet, Emily Jones is tasked with protecting her little sister and all of Elvendale."
s5303,Little Evil,70%,English,,A newly married man starts to believe that his 5-year-old stepson is the spawn of Satan.
s5306,Narcos,90%," Spanish, English",,"Netflix chronicles the rise of the cocaine trade in Colombia and the gripping real-life stories of drug kingpins of the late '80s in this raw, gritty original series. Also detailed are the actions taken by law enforcement as they battle in the war on drugs, targeting notorious and powerful figures that include drug lord Pablo Escobar. As efforts are made to control cocaine, one of the world's most valuable commodities, the many entities involved -- legal, political, police, military and civilian -- find themselves in conflict.â€¦\xa0MORE"
s5308,Resurface,,,,
s5314,The Lost Brother,60%,Spanish,,"After years of estrangement, Cetari returns to his hometown after his mother and brother are murdered to take care of their remains. While there, he meets a local thug who offers him a cut if he helps pull off an insurance scam."
s8735,Who the F**k Is That Guy?,,,,
s4528,Sofia the First,79%,,Fantasy; Comedy,"The story follows Sofia, an average girl, whose life suddenly changes when her mother marries a king. It depicts how she adjusts to the extraordinary life and makes everyone around her feel special."
s6476,Chris Brown: Welcome to My Life,80%,,,"The story of singer Chris Brown features new concert footage, behind-the-scenes access and interviews with Usher, Jennifer Lopez, DJ Khaled, Mary J. Blige, Mike Tyson, Rita Ora, Jamie Foxx, Terrence Jenkins and others."
s1885,Walk Away from Love,,,,
s7946,Saturday Church,80%,,,"Ulysses is a shy and effeminate boy who finds himself coping with new responsibilities as man of the house after the death of his father. Living alongside his mother, younger brother, and conservative aunt, Ulysses is also struggling with questions about his gender identity. He finds an escape by creating a world of fantasy filled with dance and music. Ulysses' journey takes a turn for the better when he finds a vibrant transgender community.â€¦\xa0MORE"
s5232,ID-0,66%,Japanese,Mecha,"While in the middle of operating an I-Machine, Alliance Academy student Maya Mikuri gets involved with pirates, and ends up serving as a crew member on an excavation company's spaceship."
s5233,Kibaoh Klashers,42%,,,"Young beetle Dylan and his friends Hailey and Ollie team up to compete against tough opponents in the exciting, high-octane sport of Battle Blading."
s5234,The Death and Life of Marsha P. Johnson,79%,,,"Filmmakers re-examine the 1992 death of transgender legend Marsha P. Johnson, who was found floating in the Hudson River. Originally ruled a suicide, many in the community believe she was murdered."
s7243,Kung Fu Yoga,84%," English, Hindi, Mandarin",,"When Jack, an archaeology professor, teams up with an Indian professor to discover India's lost treasure, they are ambushed. Jack uses his kung fu knowledge to flee and locate the treasure."
s1772,Afronta! Facing It!,,,,"Filmmaker Juliana Vicente spotlights Brazilian black youth, who reflect on Afrofuturism as an aesthetic and philosophical movement."
s5197,Judah Friedlander: America Is the Greatest Country in the United States,90%,,,"Deadpan comic and self-proclaimed world champion Judah Friedlander performs over several nights in New York, explaining why America is No. 1."
s1777,In Line,,,,
s3361,Tomorrow with You,74%,," Romance, Fantasy",Real-estate CEO Yoo So-joon uses his ability to travel through time to marry photographer Song Ma-rin in an attempt to change his future.
s5199,SPF-18,44%,,,The arrival of an enigmatic musician in Malibu could potentially change the lives of a teenage girl and her surfer boyfriend.
s1891,Qurious Como,,,,"From foods to household goods, Como and his friends shrink themselves and explore their world one item at a time."
s4538,The Black Prince,,,,"Edward of Woodstock, known to history as the Black Prince, was the eldest son of King Edward III of England, and the heir apparent to the English throne. He died before his father and so his son, Richard II, succeeded to the throne instead. Wikipedia"
s4539,Truth or Dare,,,,"Truth or dare? is a mostly verbal party game requiring two or more players. Players are given the choice between answering a question truthfully, or performing a dare. The game is particularly popular among adolescents and children, and is sometimes used as a forfeit when gambling. Wikipedia"
s5235,Rodney Carrington: Here Comes the Truth,44%,,,
s6545,Cult of Chucky,74%,,,"Chucky, a killer doll, returns to haunt his victim Nica. He also wants to settle scores with his old enemy with the help of his ex-wife."
s7212,Kings,,,,
s5200,Pup Star: Better 2Gether,74%,,,Yorkie pup Tiny wins the Pup Star TV singing competition and is suddenly catapulted into an adventure when she is replaced by a street Yorkie named Scrappy.
s5201,Beyond Stranger Things,73%,,,"""Stranger Things"" became a surprise hit on Netflix when the first season launched in 2016. So looking to expand on the show\'s popularity, the streaming service launched a companion show alongside Season 2. ""Beyond Stranger Things"" is a recap show that discusses inspiration for the series, shares behind-the-scenes stories and analyzes key aspects from the storylines. Writer Jim Rash, a ""superfan"" of the show, hosts and is joined by members of the cast and crew, including creators Matt and Ross Duffer, on each episode. The insiders share secrets from the series set in the eerie town of Hawkins, Ind. Be warned, though, that spoilers abound so you may not want to watch this aftershow before viewing the episodes discussed.â€¦\xa0MORE"
s5202,Joan Didion: The Center Will Not Hold,68%,,,Actor and director Griffin Dunne uses a treasure trove of archival footage to chronicle Joan Didion's influential career.
s4480,Great News,69%,,Sitcom,A woman has to face many challenges after she comes to know that her mother has landed an internship at her workplace.
s7435,Meet the Trumps: From Immigrant to President,60%,,,The history of President Donald Trump's family history.
s5205,Jack Whitehall: At Large,,,,"Comedian Jack Whitehall takes the stage to tell stories about drinking, drugs, a Google Maps van and his ongoing rivalry with Robert Pattinson."
s5206,The Mist,84%,,,"David and his son are trapped in a supermarket along with some other townsfolk, when suddenly a mist engulfs the entire city, bringing along bloodthirsty creatures that devour anyone in their path."
s5207,W1A,87%,,,"Ian Fletcher, the Head of the Olympic Deliverance Commission, becomes the Head of Values at BBC. He takes care of the functions and purposes of the BBC."
s4486,The Hollywood Masters,,,,"For years, Hollywood icons have visited Loyola Marymount University's School of Film and Television to discuss their careers and their lives in front of a studio audience. Those conversations, filmed by students and alumni of the school, offer a glimpse at some of the best of global filmmaking, in addition to giving students hands-on experience. Now those glimpses into Hollywood life have made their way to Netflix, as the streaming service has contracted to carry a number of episodes of the series. Stephen Galloway of The Hollywood Reporter hosts.â€¦\xa0MORE"
s1806,Bending the Arc,80%,,,"As the poorest nations battled intractable diseases, a fledgling group of unstoppable health advocates took on a seemingly impossible mission: global health equity."
s5208,1922,66%,,,"A farmer conspires to murder his wife for monetary gain, and convinces his teen son to participate. Wilfred and his son Henry soon become delusional as they continue on their lives."
s5209,Haters Back Off,78%,,Comedy,"This comedy series, exclusive to Netflix, follows the oddball family life of a fictional YouTube star named Miranda Sings, a character created and portrayed by Colleen Ballinger, who also serves as an executive producer. Miranda is an incredibly confident, self-absorbed teenage singer/dancer/actor/model who is on the rise -- despite a complete and utter lack of talent. Miranda continues to luck into failing upward, fueled by her belief that she was born to be famous, even if no one else knows it yet.â€¦\xa0MORE"
s5210,One of Us,,,,
s5211,The Day I Met El Chapo,72%," English, Spanish",,"Kate del Castillo's account of the meeting between El Chapo, Sean Penn and herself that contributed towards his later arrest, with never-before-seen footage and exclusive details."
s5212,Wheelman,49%,,,"A getaway driver is double-crossed during a bank robbery, and it goes wrong. With his family on the line, he races to find out who betrayed him before time runs out."
s1900,Turkish Dance School,55%,,,A young doctor crosses paths with a girl who tried to commit suicide. He decides to use dance as a possible cure but soon they fall in love and land in a dilemma.
s6539,Court Justice,,,,The Federal Court of Malaysia is the highest court and the final appellate court in Malaysia. It is housed in the Palace of Justice in Putrajaya. The court was established during Malaya's independence in 1957 and received its current name in 1994. Wikipedia
s6619,Diva Brides,,,,
s7216,Kitten Rescuers,,,,"Self-confessed feline fanatic Jo Brand meets the vets, RSPCA inspectors and volunteers who work tirelessly to save the nation's cats from harm. An exploration of what makes cuddly kittens one of the most impressive creatures on the planet."
s4540,Death Race: Beyond Anarchy,65%,English,,"Black Ops specialist Connor Gibson enters prison to join the illegal Death Race in order to take down Frankenstein, a legendary driver and dangerous inmate."
s1822,Listen,,,,
s1824,Panoptic,,,,
s4489,Ask the Doctor,,,,"Ask The Doctor is a medical information website that was founded in Toronto, Canada.\nThe platform was co-founded by Dr. Patrick A. Golden, Dikembe Mutombo, Israel Idonije, Q Dhalla and Prakash Chand. Wikipedia"
s4499,Project S The Series,67%,,,An underdog high school volleyball team must find a way to overcome their troubles and secure their place in a championship game.
s5213,Wedding Unplanned,55%,,,"When a woman discovers a wedding planner's business card, she instantly says yes to her partner, unaware that the card belongs to his mistress. The groom becomes trapped between his bride and his lover, who is in charge of his unwanted marriage."
s7796,Prince Jai Aur Dumdaar Viru,77%," English, Hindi",,"A prince and a commoner who are best friends keep having to thwart the plots of the prince's scheming, ambitious minister."
s3393,10 Days in Sun City,83%,,,"After his girlfriend wins the Miss Nigeria pageant, a young man faces his own unexpected competition as he joins her on a South African campaign."
s3403,"Love, Surreal and Odd",54%,,,Four singles meet at a party and love blooms out of nowhere. They begin a sweet relationship that doesn't mean they always get along.
s3405,MONKART,83%,,,"Jin, Sena, and their monsters try to save the Carmon Kingdom from Destro."
s3408,Tatu,,,"Pop music, Rock, Electronic music, Dance music, Pop rock, MORE",t.A.T.u. were a Russian music duo that consisted of Lena Katina and Julia Volkova. The singers were part of children's music group Neposedy before being managed by producer and director Ivan Shapovalov and signing with Russian record label Neformat. Wikipedia
s3411,Toon,,,,
s3414,Verses of Love 2,88%,,,"Now a lecturer at the University of Edinburgh, Fahri struggles to cope with the fact that his wife Aisha has stopped contacting him while volunteering in the Gaza Strip. Alone and depressed, he can't accept that he will never see her again."
s5214,Patton Oswalt: Annihilation,75%,,,"Patton Oswalt, despite a personal tragedy, produces his best standup yet. Focusing on the tribulations of the Trump era and life after the loss of a loved one, Oswalt continues his journey to contribute joy to the world."
s5215,Baadshaho,63%,,,"During the emergency era of 1975, Rani Gitangali's palace in Jaipur is raided for gold. When the government decides to transfer the gold via road to Delhi, she asks her bodyguard to seize it back."
s5218,Lucknow Central,69%,,,"Kishen, an inmate in a Lucknow jail, yearns to be set free. When he learns that a few prisoners must form a band, he sees it as his ticket to freedom."
s1850,Kartini: Princess of Java,,,,
s4507,Meghnadbodh Rohoshyo,67%,Bengali,,The disappearance of a respectable writer cum professor leaves many questions unanswered because each of his close friends and family members has an obvious motive for hurting him.
s6602,Devlok with Devdutt Pattanaik,95%,Hindi,,"Renowned mythologist Devdutt Pattanaik sheds light on some of the mythological events, stories and characters and speaks about their relevance to humanity."
s5220,Seven and Me,75%,,,A young girl learns that she is a descendent of Snow White when seven dwarfs show up at her doorstep and become her guardian angels.
s6676,El Che,,,,
s6933,Harry & Bunnie,85%,,Slapstick Comedy; Fantasy,Magician boy and his quirky rabbit from `Oddbods' have their own quirky adventures.
s7682,OtherLife,59%,,,"An inventive Ren Amari creates a revolutionary new drug that expands the human brain's sense of time. OtherLife creates a virtual reality directly in the user's mind. When the government catch wind of the experiment, Ren is roped into danger."
s8099,Story of an Egg,,,,
s8577,This Is Not What I Expected,88%,Mandarin,,A flamboyant sous-chef uses her culinary skills to win over a hotel-acquisition specialist who happens to be wealthy and handsome.
s5225,"El Especial de Alex FernÃ¡ndez, el Especial",,,,"From a Mexico City theme park, energetic stand-up Alex FernÃ¡ndez riffs on music, cheap toys, insecurity and other fun things about growing up."
s5226,Kingdom of Us,67%,,,Lucy Cohen follows a mother and her seven children as they experience the grief of their father's suicide. She records their hardships as they attempt to recover emotionally and financially.
s5227,The Babysitter,,,,
s5228,The Meyerowitz Stories (New and Selected),63%,,,Estranged siblings come together to celebrate their father and his work as an artist. Harold Meyerowitz's children reunite in New York.
s5230,Bomb Scared,48%,,,"As Spain is making a run at the World Cup, dysfunctional, wannabe terrorists await new orders."
s1868,House of the Witch,62%,,,"In search of a place to party, teenagers are trapped in an abandoned house on Halloween night and are terrorized by a witch who won't be satisfied until they are all dead."
s3428,Bygones Be Bygones,,,,
s5231,Christina P: Mother Inferior,55%,,,
s1904,An Ordinary Man,73%,,,A war criminal in hiding begins an awkward relationship with his newly-hired maid. He begins to share intimate secrets with her but soon realises that she is more than a maid.
s3463,Chicago Typewriter,91%,Korean," Korean drama, Romance, Comedy, Fantasy",Three people living during the Japanese occupation of Korea in the 1930s are reincarnated in present day.
s3468,Inmates,,,,"A prisoner is a person who is deprived of liberty against their will. This can be by confinement, captivity, or forcible restraint. The term applies particularly to serving a prison sentence in a prison. Wikipedia"
s3469,Limitless,86%,,,"Eddie, dismayed by his bleak future, is urged to try a drug that gives him a razor-sharp mind. As he makes progress in the stock market, he attracts the attention of a few negative elements."
s3475,The Liar and His Lover,90%,,Romantic comedy,"Yoon Sorim, a high school student, vocalist, and a guitarist takes audition to achieve her dream. Known as Producer K, Kang Hangyeol creates music with his passion and taste. With coincidence, Sorim and Hangyeol meet each other."
s8027,Sinister Circle,67%,Spanish,,A skeptical psychologist and her son face evil at the site of a terrible tragedy involving a secret society and an ancestral Ouija board.
s8694,Walking Out,69%,,,"A city teenager visits Montana for a hunting trip with his estranged father, but their outing becomes a battle for survival when they encounter a grizzly bear."
s4558,A Witches' Ball,50%,,,"Every year at Halloween, witches gather from around the globe to celebrate their special eve. This year, Beatrix makes her debut and entrance into full-status witch."
s4565,Dushman,66%," Hindi, Urdu",,"Sonia is raped and murdered by Gokul. To avenge her death, her twin sister, Naina, takes help from a retired Major Suraj Singh Rathod, a man with visual impairment, and plans to teach Gokul a lesson."
s4572,Jagga Jasoos,73%,,,"Jagga's adoptive father, Bagchi, enrols him in a boarding school and mysteriously disappears. Upon growing up, Jagga goes in search of him and takes the help of Shruti, a journalist."
s4585,Manje Bistre,,,,
s4604,Sat Shri Akaal England,70%,Punjabi,,"Eager to leave the country, a man fakes his marriage to procure a visa. However, his sincerity and perseverance change his fate."
s6446,Chappaquiddick,73%,,,"The US Senator Ted Kennedy accidentally drives his car off an infamous bridge in Massachusetts which results in his co-passenger, Mary Jo Kopechne's death."
s7515,Mountain,,,,"A mountain is an elevated portion of the Earth's crust, generally with steep sides that show significant exposed bedrock. Although definitions vary, a mountain may differ from a plateau in having a limited summit area, and is usually higher than a hill, typically rising at least 300 metres above the surrounding land. Wikipedia"
s5238,Equestria Girls: Tales of Canterlot High,79%,,,"My Little Pony: Equestria Girls is a series of Flash animated television specials based on Hasbro's toyline and media franchise of the same name, which in turn is a spin-off of the 2010 relaunch of Hasbro's My Little Pony toyline. Wikipedia"
s5239,For Your Own Good,,," Thriller, Suspense, Psychological thriller, Psychological Fiction","INSTANT USA TODAY BESTSELLERâ€œWitty and macabre.â€â€”Caroline Kepnes""Slick and chilling.""â€”Megan Mirandaâ€œA\xa0perfect summer book.â€â€”NPRUSA Today bestselling author Samantha Downing is back with her latest sneaky thriller set at a prestigious private ... Google Books"
s5241,Generation Iron 2,73%,,,"A team of top bodybuilders put in the work to achieve the ultimate physique. Kai Green, Calum Von Moger, Rich Piana, Big Ramy and others push their bodies past the limit."
s5250,VerÃ³nica,76%,Spanish,,"During a solar eclipse, a teenage girl and her friends want to summon the spirit of the girl's father using an Ouija board. However, during the session she loses consciousness and soon it becomes clear that evil demons have arrived."
s5251,What She Put on the Table,84%,,,The life of two women who crossed paths in the 1950's in Taiwan.
s6244,Barbie: Video Game Hero,77%,,,"When Barbie is accidentally pulled into her favourite game, she teams up with the roller skater Bella and her friend Cutie, to stop a mischievous emoji who is trying to take control of the game."
s6774,Food: Delicious Science,95%,,,Dr Michael Mosley and ethnobotanist James Wong deconstruct and explain the molecules inside everyday food and analyse the chemistry between them and the human senses.
s6896,Great Yellowstone Thaw,,,,"Co-produced by PBS and BBC, ""Great Yellowstone Thaw"" documents how animals in the Yellowstone National Park ecosystem adapt to the changing seasons. Bison, grizzly bears, wolves, beavers and great grey owls are some of the species that use their innate survival instincts to adapt to the drastic change in temperature -- temperature that can swing as much as 140 degrees over the course of a few months. Dr. Kirk Johnson, the Sant Director of the Smithsonian National Museum of Natural History, hosts the presentation.â€¦\xa0MORE"
s8602,Tokyo Idols,91%,,,"This documentary explores Japan's fascination with girl bands and their music, delving into the cultural obsession with young female sexuality and the growing disconnect between men and women in hyper modern societies."
s4403,Lommbock,60%,German,,"After 15 years, successful Dubai attorney Stefan returns briefly to his hometown of WÃ¼rzburg. He meets his old pothead buddy Kai, with whom he once ran a cannabis pizza delivery service, and the two renew their friendship."
s6820,Gabriel and the Mountain,87%,,,"Before heading to America to enter a prestigious university, a man decides to backpack around the world for a year. After 10 months on the road, he arrives in Kenya."
s4410,Transfers,,,,
s8274,The Desert Bride,78%,,,Teresa's life begins to fall apart when the family that employs her decides to sell their house.
s4411,Damnation,86%,," Drama, Historical drama","Seth Davenport is a man masquerading as a small-town Iowa preacher in hopes of starting a full-blown insurrection against the status quo. Focused on his mission, he is unaware that an industrialist tycoon has hired a professional strikebreaker named Creeley Turner to stop the uprising by any means necessary. But unbeknownst to those around them, these two men already share a secret, bloody past. This epic saga about the secret history of the 1930s American heartland centers on the mythic conflict and bloody struggle between big money and the downtrodden, God and greed, charlatans and prophets.â€¦\xa0MORE"
s5179,Fate/Apocrypha,,,,"Fate/Apocrypha is a Japanese light novel series in Type-Moon's Fate franchise, written by YÅ«ichirÅ Higashide and illustrated by Ototsugu Konoe. Type-Moon published five volumes from December 2012 to December 2014. A manga adaptation illustrated by Akira Ishida is serialized in Kadokawa Shoten's Comp Ace magazine. Wikipedia"
s5181,Project McÂ²,87%,English," Education, Comedy","Four intelligent teenage girls, who are good in science and present an overall great skill set, get recruited to join the spy organization NOV8."
s5183,Let It Fall: Los Angeles 1982-1992,86%,,,"Filmmaker John Ridley examines a decade of tensions, civil unrest and events in Los Angeles that culminated in citywide violence following the Rodney King verdict on April 29, 1992."
s3308,The Lovers,,,,The Lovers (VI) is the sixth trump or Major Arcana card in most traditional Tarot decks. It is used in game playing as well as in divination. Wikipedia
s5184,Mubarakan,79%,,,"After Karan and Charan, identical twins, fall in love with Sweety and Nafisa, they seek the help of their paternal uncle, Kartar Singh, to get married."
s8745,Williams,,,,"Williams Grand Prix Engineering Limited, currently racing in Formula One as Williams Racing, is a British Formula One motor racing team and constructor. It was founded by former team owner Frank Williams and automotive engineer Patrick Head. Wikipedia"
s5150,Man Down,88%,,Sitcom,"Dan, a teacher with an insane father, dysfunctional friends and a girlfriend who is running out of patience, must learn to navigate through simple everyday activities."
s5186,Alias Grace,85%,,,"Grace, an Irish immigrant in Canada, is convicted of the murder of her employer. However, things take a different turn when a psychiatrist arrives to analyse her mental state."
s3216,The Accidental Spy,79%," English, Hindi, French, Telugu, Korean, Turkish, Cantonese, Mandarin",,Buck is a sports salesman who becomes an overnight celebrity after he stops a gang of robbers from looting a jewellery store. A detective hires him to solve a case that holds the key to Buck's past.
s6381,Brotherhood of Blades II: The Infernal Battlefield,79%,,,A general was forced to kill his partner in an operation and must try to avoid being found guilty while being blackmailed by a mysterious woman. Turns out there is a bigger scheme behind all this.
s5151,Broadchurch,92%,,,"When the corpse of an 11-year-old British boy, Danny Latimer, is found bloodied and dirty on an idyllic beach, a small Dorset community becomes the focus of a police investigation and media madness. Out-of-town Detective Inspector Alec Hardy gets the point position over Detective Sgt. Ellie Miller -- who feels the job should have been hers. Now she must engage in an efficient working relationship with taciturn Hardy. Slowly, more members of the community of Broadchurch are drawn into the investigation, with a telephone engineer drawing great attention when he admits to a special connection to the case. While dealing with so much unwelcome attention, Danny's family tries to cope with its grief. When a suspect is named and charged, the ensuing trial sees the defendant promising to expose more of the townspeople's secrets.â€¦\xa0MORE"
s5152,Poster Boys,82%,,,Three men land in a mess when their pictures get published in a vasectomy advertisement. They rebel against the system after their friends and relatives humiliate them.
s1648,Unexpectedly Yours,74%,Filipino,,"On the eve of her 50th birthday, Patty finds her drunk and desperate self in the arms of Cocoy. As it turns out, Cocoy is not only her neighbor, but her old high school schoolmate who's always been secretly in love."
s3236,Shot Caller,81%,,,"A California stockbroker is arrested and charged for a fatal DUI accident, and on his lawyer's advice, takes a plea deal which sees him sentenced to 16 months in prison. While incarcerated, he becomes involved with a violent white supremacist gang."
s8108,Strong Girl Bong-soon,96%,Korean,,"A woman born with superhuman strength is hired by the CEO of a gaming company, to be his bodyguard."
s5153,Cuba and the Cameraman,91%,,,"Life in Cuba over the course of 45 years, from the cautious optimism of the early 1970s to the harrowing 1990s after the fall of the Soviet Union and the 2016 death of Fidel Castro. The focus is on three families and their growth and struggle."
s5155,The Many Faces of Ito,65%,Japanese,,"This drama series tells the tale of Rio, a jaded rom-com screenwriter in her 30s who doesn't know what to do for her next story. In search of a new idea, she -- under the guise of providing romantic advice -- mines four lovesick women for their experiences. When she spots a common thread between what the ladies are telling her, she digs deeper into their lives. As pieces of what Rio hears begin to connect, she grows more hopeful that she can get a screenplay out of what she learns -- if a competing script doesn't get made first.â€¦\xa0MORE"
s5156,Trailer Park Boys: Out of the Park: USA,87%,,,The Trailer Park Boys leave the comforts of the trailer park behind for a trip to Europe.
s6395,Bushwick,59%,,,"Lucy attempts to rescue her family in Bushwick, New York, after Texas declares war to secede from the US. A chance meeting with a war veteran leads her to a life-changing journey."
s1662,Strongest Deliveryman,70%,Korean," Romance, Drama, Slice of life","When Choi Kang-soo, a humble deliveryman, meets Lee Dan-ah, an ambitious and hardworking young woman, the two form a strong bond and help each other achieve their goals."
s5157,Bright: The Music Videos,,,,"An exploration of some of the hit songs featuring in the Will Smith film `Bright', with video clips from artists like Bastille, Logic, Machine Gun Kelly, Migos and friends."
s5158,Argon,,,,"Argon is a chemical element with the symbol Ar and atomic number 18. It is in group 18 of the periodic table and is a noble gas. Argon is the third-most abundant gas in Earth's atmosphere, at 0.934%. Wikipedia"
s5159,Barbra: The Music ... The Mem'ries ... The Magic!,84%,English,,"The legendary singer, joined by a roster of special guests that includes Jamie Foxx, takes audiences on a stroll down memory lane in a review of her life's work."
s5160,Godless,88%,English," Western, Drama","Notorious criminal Frank Griffin and his gang of outlaws are on a mission -- get revenge on Roy Goode, a former protege who betrayed the brotherhood. On the run, Roy seeks refuge in isolated mining town La Belle, N.M., where he lives with Alice Fletcher, a hardened widower and outcast. When word reaches La Belle, which is governed mainly by women, that Griffin is headed there, the residents of the town band together to defend against his murderous gang.â€¦\xa0MORE"
s5161,Beat Bugs: All Together Now,,,,"The bugs travel outside of the backyard so they can attend the biggest talent show in the whole insect world, braving many dangers as they journey through uncharted territory."
s5162,Brian Regan: Nunchucks and Flamethrowers,55%,,,"Brian Regan takes relatable family humor to new heights as he talks board games, underwear elastic and looking for hot dogs in all the wrong places."
s5163,Saving Capitalism,79%,,,"Saving Capitalism is a 2017 documentary film directed by Jacob Kornbluth and Sari Gilman, following former Secretary of Labor and Professor Robert Reich, speaking about the current state of the American economic system, and presents ideas how to ""save capitalism"".\nThe film was released by Netflix on November 11, 2017. Wikipedia"
s8240,The Case for Christ,86%,,,"In 1980, Lee Strobel's (Mike Vogel) award-winning, investigative reporting earns him a promotion to legal editor at the Chicago Tribune. Things at home aren't going nearly as well. His wife Leslie's (Erika Christensen) newfound faith in Christ compels Lee to utilize his journalistic and legal training to try and disprove the claims of Christianity, pitting his resolute atheism against her growing faith.â€¦\xa0MORE"
s4373,Paap-O-Meter,73%,Hindi,,"Three ghosts, Bhoot Boss, Thakela and Pakela, are in charge of reducing sin on the planet. However, they have to scare the sinners into doing the right thing and teach them a lesson."
s3319,Escape from Mr. Lemoncelloâ€™s Library,93%,,,"Escape from Mr. Lemoncello's Library is a children's novel by author Chris Grabenstein. It was on the New York Times bestseller list for Middle Grade novels for 111 weeks between 2013 and 2016, peaking at #8 in hardback and #2 in paperback. Wikipedia"
s3320,Hey Arnold! The Jungle Movie,93%,,,"Arnold and his class win a service trip to San Lorenzo. But when their trip takes a turn for the worst, their only hope of getting home may be retracing the dangerous path that led to Arnold's parents' disappearance."
